,time,activityrecognition#1,android.sensor.gravity#std,android.sensor.magnetic_field#std,android.sensor.magnetic_field_uncalibrated#std,android.sensor.orientation#mean,android.sensor.orientation#std,android.sensor.rotation_vector#mean,sound#mean,target,user,new4_std,game_rot_vec_std,mag_field_mean
674,19.0,100.0,3.51075877578e-07,0.759202563012,0.3168841387,183.831484035,1.92724107828,0.950295751619,89.7543598185,Bus,U1,0.622163762055375,0.00170826711499,88.71247774540001
677,28.0,100.0,5.61187977573e-07,0.473220877519,1.23850383202,30.1198995851,0.495165563272,0.232798463,85.1617256866,Train,U7,0.1885750841119,0.019004708976125,140.298278183
678,26.0,100.0,4.63211509608e-07,0.551587561765,1.2871267627,336.68714215,0.0298561356809,0.206322712623,80.0156205471,Train,U3,0.0507855326278275,0.000221248542721,50.383977358414995
679,335.0,100.0,3.64761826802e-07,0.494471551331,0.732991745963,180.958541868,0.130311562735,0.998667561149,89.6153689476,Still,U1,0.0266876877809,0.00014184169878855,92.6230885942
680,101.0,54.0,3.78141713555e-07,0.432547899864,1.12831081694,155.077847605,0.573983811948,0.951072778392,89.7867925172,Bus,U1,0.5481417851784,0.003622689519915,104.82651804745
682,224.0,100.0,1.49715317512e-07,1.45780245231,0.900014387508,343.296695862,0.606841161865,0.328457325769,89.8669300073,Car,U1,0.20918069863695,0.0014687198366075,105.91738765939999
683,289.0,100.0,4.22707198231e-07,3.36358998676,5.72736369421,239.966556084,13.5124580693,0.741791601527,89.7690400398,Walking,U1,2.3618566364575,0.0678906725503,85.04785172765
684,107.0,46.0,5.17672857173e-07,2.0422274643,3.11939673964,206.435013041,0.103898707734,0.994435659096,89.7585970446,Train,U1,0.06830149354895,0.0007013156895915,116.10578839085
686,30.0,15.0,4.18655721619e-07,0.393930846837,1.37588228523,69.1551479157,0.787380899794,0.545346581017,89.7665010072,Bus,U1,0.5215933047151751,0.002283144670635,91.3371709232
687,87.0,92.0,4.26331807598e-07,2.03815850735,2.83190217345,130.078853609,9.09738324481,0.909340980821,89.7331426268,Car,U1,0.32702722598975,0.03393183226515,81.02460576805001
690,61.0,100.0,3.6647669182e-07,1.56955084792,1.52671058998,267.174165356,31.3397169358,0.73038008913,89.7803156584,Bus,U1,0.126298682769325,0.00620934285166,71.91239906519999
691,352.0,15.0,2.91787803555e-07,1.17589003417,0.408391362826,239.806493407,0.00909853740789,0.979166226031,85.6989864281,Train,U1,0.01314779107082,6.891463329432499e-05,99.56002475595
692,78.0,100.0,3.20826150795e-07,6.33479378761,2.29673761688,199.309511479,6.60308178089,0.918622859392,87.2970210402,Bus,U1,0.90058808502125,0.0351478497109,83.90791237245
694,433.0,100.0,2.73968764893e-07,0.941814837543,0.552986178208,177.630971993,0.120844628666,0.999668642354,89.6311455715,Still,U1,0.0148819140016125,0.00023964536239459998,92.58632483779999
695,55.0,100.0,5.22356587229e-07,3.6183320724,0.978565578651,147.681918647,1.17533643661,0.961019384029,89.6765938514,Train,U1,0.0652898269919,0.001761377267262,93.53669252535
699,63.0,85.0,4.178803028e-06,0.692042586523,0.212456351037,292.815815333,0.230436742138,0.686501909404,75.3949293436,Bus,U7,0.09608934868767499,0.007267209297955,107.98944439105
705,41.0,100.0,3.82720827663e-07,4.47423571203,5.93471582611,261.546071893,0.552791461488,0.94417879875,89.7766526876,Walking,U1,1.4994100822037497,0.03618045746575,75.46886332935
706,357.0,100.0,3.47092234664e-05,1.21474839545,0.659279949633,95.6397610802,2.59612748985,0.719922568703,78.9300278114,Still,U10,0.072528777947525,0.009901787591319999,147.0857590642
707,40.0,100.0,4.43239346042e-07,0.944410211733,1.58072284164,275.915738195,0.714264515541,0.774163887216,89.4096798863,Bus,U1,0.22919371863775,0.03588508572375,91.8425635854
708,72.0,85.0,2.06956335068e-07,0.224172947025,1.1417076522,342.848431013,2.40684461496,0.360655851553,89.728892962,Bus,U1,0.451508042111,0.006563452622245,95.80031787855
709,42.0,25.0,4.09468694404e-07,0.952972915159,8.43418929288,206.963856901,3.93898953007,0.999469368607,89.7325761249,Walking,U1,2.071244382937,0.024052814834035,76.62909118280001
710,48.0,8.0,2.06716097502e-07,1.40250059922,0.9051131449,328.191599004,3.93051128353,0.402268308436,89.7820057394,Bus,U1,0.476535407390125,0.003666631515305,92.91185210424999
712,12.0,100.0,4.59767899926e-07,1.37675121649,2.8316733037,276.629842095,6.36465556823,0.983659528302,75.7463751325,Bus,U3,0.40074048941755,0.0001841918000595,72.4873547601
716,190.0,100.0,1.20641892097e-05,0.245114266348,9.41375381259,173.781265293,0.0240299244076,0.961361517057,69.0510612646,Train,U7,0.10595781178059999,0.00252365676123,219.825107761
717,164.0,100.0,1.51521667705e-05,22.5031741621,5.62862213159,169.767154199,1.19466807274,0.948179220561,89.2593340182,Train,U7,0.132125328141375,0.0012576202661440002,165.3177576947
718,214.0,100.0,3.79687137982e-05,0.519481969525,0.722846099909,89.5262164563,0.0197631514021,0.691111981628,68.4148173155,Still,U10,0.045882131735955,0.0008207189183725,144.5305872167
719,59.0,100.0,3.14461818904e-07,1.00344382896,0.11048989994,218.99497175,0.0998699422949,0.943161216938,89.7983262573,Train,U1,0.15441053089282247,0.0003728665068005,113.7278077685
720,61.0,100.0,3.76596547246e-07,1.09818493773,0.674913224844,162.065032898,0.56939853443,0.993076629269,85.9914533352,Bus,U1,0.138271517333825,0.0009633430417745,90.5531949139
722,167.0,92.0,2.76383162626e-07,0.628089301098,1.76082330837,204.13906831,0.0232198049148,0.992802223427,83.9168864949,Train,U1,0.008887775542644999,9.91282663271e-06,70.4435198133
723,62.0,15.0,1.98190347067e-07,0.762532747065,0.861598600006,197.85988902,3.51833266598,0.999451677302,89.7698862191,Bus,U1,0.720713913280725,0.001264451222527,104.5322835332
726,16.0,100.0,4.16337401601e-07,0.252269141162,0.27945560806,260.987658588,7.35891366171,0.744242908717,75.5890436681,Walking,U2,0.40738541234025,0.0079078551821475,77.8102944451
727,60.0,100.0,3.58043674046e-07,1.56285337003,1.61978658329,176.118063836,4.65894051104,0.992400724042,79.4227325895,Walking,U2,1.1394851734145,0.005737272168545,52.3843600208
729,57.0,100.0,2.07789607032e-07,0.992875171788,8.56242174045,253.727740987,94.4825650901,0.779250205194,89.7506858831,Walking,U1,1.44435081636225,0.03413845001425,80.40778263415001
730,32.0,100.0,3.74795743828e-07,2.21869720415,2.11911670717,387.205805008,9.46597597329,0.99428903513,89.7727062216,Bus,U1,0.1675176125011,0.008759080238725,79.64950269845
731,226.0,100.0,3.94072276211e-07,0.486347712919,1.45501935393,182.819352594,0.00706124739007,0.999666351225,78.5247904209,Train,U1,0.007178171874665,2.199943874386e-05,116.02784704355
732,148.0,100.0,3.90423352375e-05,4.06680911456,4.64776622915,166.93758099,39.9792144048,0.974181599788,80.8302222592,Still,U10,0.36307034153955,0.0687239330245,151.80076814470002
733,65.0,100.0,1.83104963326e-07,0.431425839744,1.94330263626,166.496771341,3.18491592777,0.877881531086,85.9914533352,Bus,U1,0.21680574601225,0.0119015195422,90.62778833709999
736,150.0,100.0,4.04132031634e-06,0.209436888162,0.774553742275,291.905936021,2.50198356112,0.566902908599,58.4441255488,Still,U10,0.2308391533541375,0.030636664604,154.54287948229998
737,22.0,100.0,4.34887310749e-07,0.599189102986,0.209653044553,175.383383222,1.9890926456,0.937686923162,89.764102294,Bus,U1,1.12729692322575,0.002328003340145,88.469353801
739,63.0,100.0,4.604009622e-07,0.865053380027,6.6015540972,299.797716861,124.671776055,0.992861060108,89.7670653008,Walking,U1,1.6208973601605,0.02859567247823,92.69270898895
740,491.0,100.0,3.68758264321e-07,7.9318346483,2.00507029838,202.270991556,0.298112217045,0.995685893403,84.5972189731,Train,U1,0.0178605036649125,0.000295989245254,67.1301821399
741,106.0,92.0,1.23825559246e-07,3.16460714821,1.18083116895,347.087643081,0.637002710442,0.978270985748,89.7147123776,Train,U1,0.0544490273529975,0.00020982129348305,99.90215375324999
742,12.0,8.0,4.18996557473e-07,0.86776788209,1.44567864073,280.250530194,0.0667583344637,0.665926606654,89.7115895397,Bus,U1,0.254716066569675,0.01155927261863,107.3168200126
744,432.0,100.0,2.69879345744e-07,0.849813281329,0.504574075914,200.971657773,0.0106874655108,0.970402710464,75.3623978837,Still,U1,0.00771054541239,4.95466775489e-05,96.93311663775
745,7.0,100.0,3.61118122319e-07,2.19944175458,0.340530556267,371.728827578,3.90377214251,0.934485629618,89.7320095861,Walking,U1,1.9284907592362501,0.009049193612645,94.13371066655
747,14.0,100.0,1.19401264131e-07,0.953455942783,1.43380417379,345.853720047,0.0766162918266,0.246467724457,81.1457128884,Train,U7,0.09813964167285,0.01830784000691,140.30526583099999
748,22.0,100.0,2.60362373751e-06,0.534106054062,0.0661847722971,347.510756505,0.169482773407,0.551468071228,72.0938620836,Car,U13,0.141472173585625,0.001579676410235,91.70950461055
749,278.0,100.0,2.34440321135e-07,1.21410105162,0.746241354261,36.9703179065,0.433221197802,0.322063264231,89.8319958009,Car,U1,0.31918568498629996,0.0024206844602,106.12130825564999
750,236.0,100.0,6.22570963408e-05,0.831702689476,0.384778816877,160.551294296,2.6268134699e-05,0.98563804716,46.5071648775,Still,U10,0.0062743742255339996,2.31078249755e-06,136.4948445289
751,3.0,100.0,2.74535950813e-07,5.93129030431,8.69411752067,278.516643168,3.590930286,0.708638963464,85.130883769,Train,U1,0.2166120220060025,0.011135574524485,64.50248452605
752,518.0,100.0,3.16575777564e-07,1.08049531759,1.93467849453,327.83257012,0.554926340792,0.990936889559,89.762267636,Train,U1,0.11091272676635,0.00010911338504050001,71.8366370781
753,255.0,66.0,2.65306463643e-07,0.15630300474,0.316677070541,81.7802478763,4.94330128066,0.646372111507,71.0846069935,Train,U7,0.0634724406037,0.0002183797455895,131.6565562715
756,291.0,100.0,4.97545610581e-07,1.0222161745,0.188785225304,194.837090811,6.69261548213,0.998155155532,80.3656861685,Still,U1,0.12869774587987498,0.004120032957015,81.20226138305
758,23.0,100.0,9.28579696961e-07,0.137459675843,0.559390529359,52.666566863,0.222392492031,0.446346928297,65.6342994005,Train,U7,0.0199186805342575,0.028066139364425,131.54453158249999
759,103.0,100.0,3.76013930226e-06,1.80875686173,1.8270541455,91.0233335663,7.5634768796,0.720576010869,87.2752471774,Train,U7,0.123196664298095,0.01685296489025,124.42108241585
760,117.0,92.0,3.21836490857e-07,1.01796920392,1.61809007061,249.032584196,0.151378183518,0.95102871551,85.048807531,Train,U1,0.041056733923735,0.00018566142108890002,80.02349718455001
761,131.0,100.0,4.50520356047e-07,0.725027684522,1.68089827254,222.055815141,0.050515170942,0.935351100499,89.601001653,Train,U1,0.0331092217638,0.00016612195871075,113.93588995100001
762,16.0,100.0,3.46750631332e-07,3.86945128553,4.90507934853,360.895811972,22.6137839803,0.996234323539,89.7681937781,Bus,U1,0.21879987426125,0.01610183582963,84.77940847605
763,31.0,100.0,3.47425947767e-07,1.48403879479,0.333555952616,345.151885477,1.15107531525,0.311755514569,89.7758071673,Car,U1,0.14223781028062502,0.00505799877184,106.77403299240001
764,47.0,100.0,3.0605300126e-07,0.600815906502,0.075102269435,365.006584467,0.0394432066357,0.857630483905,86.784654966,Still,U1,0.0049399403922175,0.0001221398951422,74.99156739234999
765,61.0,15.0,3.50391299434e-07,1.03379098435,0.861598600006,193.059889255,7.31015134493,0.999640316154,89.7698862191,Bus,U1,0.5314231494446999,0.004964003555207,105.06588156325
766,44.0,100.0,3.07301972926e-07,1.08777473426,1.13101555399,288.228358751,147.40673065,0.936184288488,89.8496202026,Walking,U1,1.9938154003580002,0.028308136326,96.62387941215
770,80.0,100.0,1.99729382867e-07,2.12869637478,0.916243672988,344.902563783,0.106720065054,0.223582536829,73.0313747773,Train,U7,0.111100811044125,0.009966914524455,143.60965104299999
771,353.0,100.0,2.87203201289e-07,1.10659326877,0.211688319428,176.718089686,0.17215561353,0.999998777455,89.8047897049,Still,U1,0.02364414581035,0.000282798841431627,92.03778807985
773,58.0,100.0,3.04154751956e-07,1.33781133936,2.07060156077,403.489790062,21.718144407,0.991763675093,89.7064770183,Walking,U1,1.745478317227,0.01249814245983,98.26521677715
774,60.0,85.0,4.178803028e-06,0.692042586523,2.28836097256,292.815815333,0.230436742138,0.677897879434,83.8463300941,Bus,U7,0.0852100937296175,0.007240454695745,107.8655163725
775,115.0,46.0,2.23739899324e-06,0.454648867513,0.699451921066,233.846653284,0.444830198008,0.933321018809,74.7307569194,Car,U13,0.09584812948962501,0.002871768103355,306.01846769499997
776,58.0,100.0,1.29755657018e-07,1.90325226606,1.83940252675,308.585029296,4.45780086907,0.798142785933,89.7124413341,Walking,U1,2.631848990136,0.033267391373350004,85.62693039495
777,241.0,35.0,3.17012694333e-07,2.27694240715,9.47122630761,226.115473569,0.230660430716,0.992051315323,89.7608560537,Train,U1,0.094097766484575,0.0005683202271535,114.5275297224
778,25.0,100.0,3.01222580597e-07,1.57735970688,3.64696673082,195.618074753,0.338782229613,0.986187962817,89.6919751776,Train,U1,0.059304608446225,0.000631517676347,114.5300629162
779,25.0,100.0,5.10771511877e-07,2.16663536641,8.69659954029,289.666755974,1.05994163179,0.778002030076,70.2082189602,Walking,U2,0.917956271599,0.00881012876626,85.77130835395
783,249.0,100.0,6.22570963408e-05,0.940664716138,1.09053317974,155.271418831,3.03083811791e-05,0.976822924382,36.6501782541,Still,U10,0.0042526034047849996,2.274892386104e-06,135.3017077221
785,440.0,100.0,5.18870713368e-06,0.993383677952,1.04231605688,196.332364559,0.0192651529354,0.999799165851,54.2949388673,Still,U10,0.00419266769370075,6.2159235722299995e-06,143.37014413705
787,50.0,100.0,3.45342504382e-07,1.8693900509,3.94123131633,221.035244306,120.06926409,0.746309958502,89.7532295424,Walking,U1,1.82127195239,0.0434955616589,82.87013984655
790,130.0,92.0,5.23114251216e-07,7.81346742345,5.12975909439,340.040413012,11.8867673947,0.700055415868,80.9236578148,Walking,U2,1.6253201669025,0.02975180840171,84.59790319755001
791,293.0,100.0,4.29018041704e-07,1.02740371565,4.11832524257,203.802963447,18.8707109631,0.954954582141,89.7566199297,Walking,U1,1.4339243980529999,0.005640563725475,101.57443952975
792,213.0,100.0,3.63945876282e-07,0.612496195661,8.75167632124,181.614777455,0.2292354158,0.999728211507,88.6481606285,Train,U1,0.0512259558446425,0.0001252703606175,122.1554995106
794,331.0,100.0,2.70962222833e-07,3.68455784747,3.64365304442,265.509403579,34.2796830232,0.758988951939,89.7416357238,Walking,U1,2.4021634154562497,0.044038744692549994,87.9073239488
795,193.0,100.0,2.46145203978e-07,1.10259524576,0.106389708035,180.292329007,0.130538831702,0.998732914712,87.0413338161,Still,U1,0.0106350232974775,8.577239373305001e-05,91.82647155320001
796,583.0,100.0,4.57670985807e-07,1.05144917857,0.73554772104,204.297956939,0.697349164285,0.990776686582,85.5846669114,Train,U1,0.0125120786240975,0.00021806454435375,77.8732551217
797,44.0,92.0,5.35050090813e-07,1.2604530616,3.4690908932,305.309086748,5.76592611891,0.749457953088,80.6410875096,Walking,U2,1.851676692203,0.043736777821700004,89.53837772485
799,79.0,100.0,3.35316645418e-07,0.838520790293,2.29673761688,220.617915875,48.1164917135,0.81621413181,89.7561934462,Bus,U1,1.016329258792,0.1000168196141,75.0781943156
800,243.0,100.0,3.21568398399e-07,0.785159193361,0.582080589935,219.796884584,0.220928657836,0.990039408718,88.4123154125,Still,U1,0.021270021774700002,0.00024344669971725002,76.6025668753
801,7.0,100.0,3.13800819098e-07,0.81077612589,1.51252634603,167.570395626,0.56717165816,0.994549580488,89.77101433,Train,U1,0.24681526837954498,0.001251429221645,107.96025910455
802,77.0,100.0,4.02952998419e-07,0.686080609268,0.473228179114,145.186423152,0.964847499253,0.988286516336,89.7422016351,Bus,U1,0.61164671752935,0.00644868368646,86.5836329981
803,159.0,90.0,5.43899711153e-07,3.68723973636,2.83098303362,111.440771698,3.02709015915,0.77011206725,89.840113063,Walking,U1,1.1913027211760001,0.03485528117055,88.09981866915
804,16.0,100.0,3.04797573371e-07,6.17170149595,9.860777609,77.6111056092,10.1544188385,0.628932747204,89.797763991,Car,U1,0.296587616799525,0.1103227702446,110.7762548457
805,30.0,100.0,3.26512870961e-07,2.70122025301,0.927585279835,298.510192321,187.674098543,0.727166369824,81.3755872602,Walking,U2,1.2435209964207499,0.012325155589199999,70.89024533805
807,433.0,51.0,1.99832488285e-07,0.340519212876,0.750915945956,339.216438039,0.82282448968,0.867150992796,89.7676077445,Walking,U1,0.015966630826819997,0.0005658987630135,61.31222533105
808,219.0,100.0,1.62361225991e-05,0.653020535321,0.400474202107,160.258074218,143.346679473,0.484163581007,51.0533643222,Still,U10,1.0488193169030549,0.22865164295350002,154.2612249917
810,311.0,100.0,1.04048005134e-05,0.511856743005,0.439910097575,349.061043692,1.4545032952e-05,0.0956225332419,34.9637605401,Still,U10,0.0029797191279770747,4.33436034583e-06,160.50470474815
811,16.0,100.0,2.49395993785e-07,1.54444707567,2.88907188332,159.580630938,8.25533756997,0.999022690955,80.7882823835,Walking,U2,0.8829177395357499,0.002086092333855,48.42012848235
812,72.0,100.0,1.99245684464e-05,0.796724215597,0.156157322379,152.024111783,5.27914801411,0.979782806416,38.0891304147,Still,U10,0.34897211482975,0.013847959258224999,137.5683889811
813,40.0,100.0,2.81551271969e-07,1.56285017655,0.350761434622,345.643386727,0.760360534103,0.325602908577,89.7927019559,Car,U1,0.208286644563225,0.001646822168735,106.4517835061
816,274.0,92.0,4.80610124417e-07,4.39715144708,11.1321729315,328.665332609,0.0107021010511,0.990983352657,89.7286095771,Train,U1,0.07916807828519,0.00014883529602999999,67.53355572205
818,308.0,100.0,6.89619959779e-05,0.740200428953,0.541045542043,201.705842258,2.35922689838,0.983181871932,33.6248247475,Still,U10,0.344825780087325,0.00473456461788,142.98804988615
820,67.0,100.0,1.3694890581e-06,0.327881239678,0.199142932505,130.027059618,0.223594918972,0.912253566331,70.4044287176,Train,U7,0.19913234026558999,0.0011334509946550001,193.8788970545
821,62.0,100.0,3.66095358831e-07,0.967983956699,2.25814888952,348.326551956,4.73700209114,0.769510418545,86.7794830173,Bus,U1,0.506464289626525,0.004714693923785,86.95115950419999
823,249.0,100.0,2.39197469603e-07,0.646335869159,2.06243981915,321.819232799,0.535554974136,0.464396402053,89.7836954916,Car,U1,0.315474000392175,0.004619595158239499,116.159518271
824,63.0,100.0,3.09393711856e-07,0.327833194457,1.10438001838,138.60656694,0.0267361184497,0.935590386737,57.4664120363,Still,U1,0.006719369757315,5.39085195862e-05,107.0674019041
826,81.0,100.0,2.50788997072e-07,0.827312073846,1.00816194844,343.103552484,0.153777917635,0.897906812484,86.6443241176,Still,U1,0.0103339008369175,0.000630855679852,71.9407605753
828,144.0,77.0,1.08443310105e-06,1.17801749646,0.707991331116,216.664683401,0.273831038185,0.812414742358,80.9983087135,Bus,U7,0.71274191895625,0.0495282630259,82.9647583136
830,104.0,85.0,2.06211429319e-06,0.481350515942,0.443012408618,285.492817753,0.161450056112,0.679107315878,83.5316636153,Bus,U7,0.2668602634457375,0.00462741619414,109.65476343865
831,36.0,100.0,2.32060819189e-07,0.763592637638,0.614631895865,364.949044384,0.302089580113,0.856433805277,81.9624867659,Still,U1,0.0118508146640975,0.0003145050441425,75.7584068318
832,59.0,77.0,2.11849191587e-07,0.172911903553,0.53760023608,167.346267372,4.07620746955,0.975345211242,49.8552077805,Still,U2,0.94374450653175,0.054491548792350006,62.48175951695
833,385.0,100.0,4.759900758e-07,1.41786610932,3.08182098444,195.349816705,1.9842660455,0.961814491651,89.7022142838,Walking,U1,1.3062948994225,0.009825274534385,102.50286052484999
834,244.0,100.0,3.81120163372e-07,1.22739879899,0.0723443514629,339.570483242,2.78293100274,0.333123537969,89.8465455019,Car,U1,0.3880914724942375,0.005105858474195,107.21587926325
835,55.0,75.0,2.5423529355e-06,1.76832893938,0.296895952967,223.445445931,1.95171186114,0.966907756734,71.661707327,Bus,U3,0.180691745474775,0.0005476056225937499,75.8976499208
836,43.0,15.0,4.31631967506e-07,0.796964052762,0.398154598415,121.867493754,0.774700959551,0.823912053786,89.7640688299,Bus,U1,0.127794795752775,0.00593706401492,98.5565010656
837,78.0,15.0,3.81504153685e-07,0.880625803651,1.75361451711,327.665666044,0.232379759572,0.636744245548,89.759161852,Bus,U1,0.05691140180005,0.0009153491794805,95.62363770270001
838,404.0,100.0,2.27398469761e-05,0.214861859824,0.373346310662,195.045833934,0.0094051952352,0.999946450824,77.6014016813,Still,U10,0.00255622439539525,4.0544609633545e-06,144.24469856795
839,76.0,80.0,4.74954175706e-07,4.50235729926,1.68565110996,162.829194125,11.9624734408,0.848811912165,71.1139778944,Walking,U3,2.9323715105675,0.025798100282,66.10990671465001
840,171.0,85.0,4.08958267946e-07,1.07730094142,0.840567431702,252.602761865,5.52830396682,0.963325433526,89.4685714721,Car,U1,0.08070864608440001,0.003414723025035,161.75930025050002
842,93.0,85.0,1.70432098338e-07,0.393496844659,1.19544848104,86.4108045884,2.09198250796,0.458270917047,89.7736910835,Bus,U1,0.61530913716805,0.02349505607395,97.4379703482
844,106.0,85.0,3.22238328884e-07,0.451365453272,4.43907936752,89.5478972879,3.71203017282,0.635920370833,89.7585970446,Car,U1,0.22832196391815,0.00633875595887,182.9860836645
845,68.0,15.0,3.89507826916e-07,0.757484081603,0.982190378424,329.332394125,1.19244351693,0.613212491999,89.759161852,Bus,U1,0.07942935669067251,0.004642413670885,95.44882600325
847,81.0,85.0,2.15886377302e-07,2.68518262626,1.0967029964,345.458987249,1.66019716857,0.33056569494,89.7536504243,Bus,U1,0.6170018395151,0.01077565548267,94.9719040758
848,67.0,100.0,3.05105225078e-07,0.900275046862,0.217275316243,160.477876423,0.273592987449,0.956661416704,85.9914533352,Bus,U1,0.019899835747015,0.0009294658373075,88.9290559345
850,93.0,77.0,8.5325161098e-07,1.63754146725,1.80149469037,156.800124284,1.70639059206,0.983658191591,76.0500013553,Train,U7,0.20366402210110002,0.005945053670275,142.54389717910001
851,74.0,100.0,4.69759160152e-07,2.54409167657,0.193616149134,187.623069161,6.25592131701,0.858539061947,89.7732701123,Walking,U1,0.72970865019325,0.09270704586725,83.704710038
852,17.0,77.0,7.44442018025e-08,0.18707995064,1.88283055475,357.804179955,0.220007364714,0.142387444246,74.7692687892,Train,U7,0.07040704830503501,0.001331052175273,157.855647815
855,218.0,85.0,6.47426959619e-08,0.205262371437,0.20273352932,125.776887475,0.358287047643,0.795650468776,71.0143484694,Train,U7,0.0374096556856575,0.00072549355769,131.33526963805
856,372.0,5.0,2.82135566234e-09,6.08236884171,0.143422045083,237.144448372,123.150008378,0.791567661236,16.9019608003,Walking,U3,1.069219325291575,0.1429965979025,60.48103058535
857,7.0,100.0,2.03201275566e-07,2.93609393233,18.2138680456,103.286846362,7.81274942578,0.663053591813,68.2323941193,Walking,U3,1.9368048393800001,0.005235007505415,53.43904992665
860,305.0,100.0,2.22544314039e-07,0.80831487289,0.264746112979,180.061210187,0.0771098818487,0.99903879767,85.2783996611,Still,U1,0.0120603282230425,9.99565446201e-05,92.6004461983
861,385.0,15.0,2.95369274102e-07,28.6872702231,1.96891505943,190.918078342,3.53698267651,0.817805985419,89.7537946988,Train,U1,1.72625168364,0.062414014224501504,84.13032263595
863,387.0,100.0,1.32637110112e-05,1.19735430316,0.234528516818,184.595954114,1.90591306285,0.999760865102,76.1452871055,Still,U10,0.105297030812575,0.0031876029786745003,143.8754849873
865,33.0,100.0,3.59363576604e-05,0.0990169953999,0.812973105753,214.864905753,0.532277316668,0.994977185646,35.5630250077,Still,U10,0.023183486132024998,0.000232485197881,161.86560539105
866,152.0,90.0,3.76438792917e-07,3.29204306022,2.20659779071,108.71213277,14.0344371986,0.915463140222,89.707897465,Walking,U1,1.4847530271,0.04218124584395,92.2086983938
867,15.0,8.0,2.41714610965e-07,0.981339438718,1.44567864073,314.914530918,0.709124109608,0.548987680627,89.7537946988,Bus,U1,0.46966660816925,0.0014821711132345,108.708240401
870,5.0,100.0,5.68442579083e-07,1.57098408312,0.340530556267,250.338256499,171.210407111,0.937398679539,89.7320095861,Walking,U1,1.45393055937775,0.010081817395215,91.63798592034999
872,24.0,100.0,1.04081168451e-06,2.76133578802,1.29296829026,289.746358718,2.33888906183,0.991929883222,72.5595997966,Bus,U3,0.441260048950475,0.00225308030822,70.03898269755001
873,21.0,8.0,3.92249639387e-07,1.24549335295,4.51059604731,180.514499215,7.20276109211,0.933760730491,89.7617030306,Bus,U1,0.66397367925,0.002706529019925,101.47233209395
876,361.0,5.0,1.73764419713e-07,0.856070850173,1.74557396971,86.5770119332,1.98000001839,0.663189767381,16.9019608003,Walking,U3,0.102043681754675,0.00514481720541,49.083386385349996
877,26.0,85.0,4.55999303904e-05,0.113348870793,2.67440304897,303.174314039,1.06019332553,0.488483106884,90.3063475715,Car,U10,0.83618287646285,0.010809022821185,223.7814887483
879,197.0,35.0,3.61235058213e-07,4.24960414988,8.42247552376,249.591793447,9.83976970901,0.988848095485,89.762267636,Train,U1,0.071625949233545,0.0006938431958555,92.9287312589
881,309.0,100.0,2.21273727491e-07,0.743409573167,0.312338202018,200.201561627,0.0251563250039,0.971759295475,77.4080781056,Still,U1,0.007466211187885,3.676493293295e-05,95.95806606869999
882,325.0,92.0,4.2256393603e-07,12.1177660767,14.0110590969,329.807568747,3.68462197912,0.992670130531,89.7881998911,Train,U1,0.17748339523265,0.0006633229459835,67.04352615535001
883,16.0,100.0,8.29860511699e-08,1.75267882219,1.19716532829,248.827474329,1.26386745485,0.855737267511,74.1599149285,Bus,U3,0.33395318978875,0.0033609558946750004,87.4060220775
884,38.0,100.0,4.70263281603e-07,0.730615560369,1.02225662549,36.8989590715,0.0198238266915,0.328546105782,89.2314710781,Car,U1,0.029935752061752502,0.00019663160082095,121.62266460720001
885,408.0,66.0,4.45412989529e-07,0.890272049582,0.608618660541,41.9211102543,0.242781698419,0.373448363179,89.7218055637,Car,U1,0.19894655766414998,0.007040689005115,108.37388558539999
887,172.0,8.0,5.0302914328e-07,2.35390187813,1.65627097315,297.325007703,1.163768745,0.886420093515,89.8585983728,Car,U1,0.373369814631125,0.008631626944525,323.596707864
889,122.0,35.0,4.53816678005e-07,0.69337730656,1.17098073656,228.85244968,0.0161128932127,0.993408025233,83.8524640003,Train,U1,0.01553088976302,3.391074890115e-05,99.56620127845
890,27.0,100.0,3.98553648948e-07,0.663627542828,1.52728657828,154.87435979,1.42350577731,0.903896226492,89.764102294,Bus,U1,0.5412896520432501,0.00301556372282,88.00340012705
893,115.0,100.0,2.64277897142e-07,2.50351296723,2.03806597054,86.5746152576,4.74445198718,0.766161466694,89.6990869484,Walking,U1,2.43133065907875,0.049206877967599996,67.61484033775
894,34.0,100.0,5.66285179215e-07,1.78781741593,0.327545457295,182.081253011,71.1572752938,0.927624920082,89.7727062216,Bus,U1,0.3787293682495,0.07713350820175,68.2009287163
897,196.0,92.0,2.23728824998e-07,11.6046144386,6.9906583809,211.494914034,4.70208818163,0.970628499269,89.7602913565,Train,U1,0.12307010432535,0.000908373339533,144.01383224985
901,124.0,100.0,3.5148247466e-07,1.76989969267,1.89288432363,43.4030159487,0.141509033589,0.368208658296,84.8528159564,Train,U1,0.04533970918801,0.00132814710813995,114.37040637575
902,33.0,69.0,3.83773961162e-07,4.03249554789,1.9367446286,323.620802545,0.378263260262,0.989319764694,89.7546423646,Train,U1,0.035484332623705,0.0002091533172955,99.79616384065
905,42.0,92.0,4.69157244464e-07,0.377489108376,2.49189624655,323.455154473,0.276208985419,0.9920576068,89.7805973614,Train,U1,0.11516959483895,0.00039193243807515,71.31681949624999
906,68.0,85.0,3.26092898659e-06,0.859997433103,0.223582758229,294.728594475,0.0753984934362,0.67847120121,78.2963796089,Bus,U7,0.04670393854075,0.0032107341876599998,107.6412267186
